Name	Name_stripped_no_spaces	iso639_3	iso639_3_macro	glottocode	Family_name_glottolog	Classification_ethnologue	Population_numeric_ethnologue	endangerment_status_glottolog	desc_status_glottolog	Language_status_ethnologue	level	AUTOTYP_area	Longitude	Latitude
Sepik Iwam	Sepik_Iwam	iws	NA	sepi1255	Sepik	Sepik, Iwam	2500	shifting	specific_feature	5 (Developing).	language	N Coast New Guinea	142.117	-4.30928
Pei	Pei	ppq	NA	peii1238	Walioic	Sepik, Leonhard Schultze	50	moribund	wordlist	6b (Threatened).	language	N Coast New Guinea	142.247	-4.43974
Tuwari	Tuwari	tww	NA	tuwa1242	Walioic	Sepik, Leonhard Schultze	360	moribund	comparative	6a (Vigorous).	language	Interior New Guinea	142.095	-4.80315
Walio	Walio	wla	NA	nucl1453	Walioic	Sepik, Leonhard Schultze	230	shifting	wordlist	6a (Vigorous).	language	N Coast New Guinea	142.231	-4.41234
Yawiyo	Yawiyo	ybx	NA	yawi1238	Walioic	Sepik, Leonhard Schultze	66	moribund	specific_feature	6b (Threatened).	language	N Coast New Guinea	142.112	-4.58133
Ambulas	Ambulas	abt	NA	ambu1247	Ndu	Sepik, Ndu	44000	threatened	long_grammar	5 (Developing).	language	N Coast New Guinea	143.059	-3.7801
Burui	Burui	bry	NA	buru1309	Ndu	Sepik, Ndu	260	shifting	wordlist	6a (Vigorous).	language	N Coast New Guinea	143.015	-4.03527
Boikin	Boikin	bzf	NA	boik1241	Ndu	Sepik, Ndu	31300	threatened	grammar_sketch	5 (Developing).	language	N Coast New Guinea	143.474	-3.68297
Gaikundi	Gaikundi	gbf	NA	gaik1242	Ndu	Sepik, Ndu	1200	shifting	phonology	5 (Developing).	language	N Coast New Guinea	143.139	-4.01718
Iatmul	Iatmul	ian	NA	iatm1242	Ndu	Sepik, Ndu	8440	shifting	long_grammar	5 (Developing).	language	N Coast New Guinea	143.316	-4.30064
Koiwat	Koiwat	kxt	NA	koiw1243	Ndu	Sepik, Ndu	800	shifting	wordlist	6a (Vigorous).	language	N Coast New Guinea	143.62	-4.03417
Manambu	Manambu	mle	NA	mana1298	Ndu	Sepik, Ndu	2110	shifting	long_grammar	5 (Developing).	language	N Coast New Guinea	142.862	-4.19082
Ngala	Ngala	nud	NA	ngal1300	Ndu	Sepik, Ndu	180	shifting	grammar_sketch	6a (Vigorous).	language	N Coast New Guinea	142.5	-4.26628
Malinguat	Malinguat	sic	NA	mali1288	Bookkeeping	NA	NA	NA	NA	NA	language	NA	NA	NA
Sengo	Sengo	spk	NA	seng1284	Ndu	Sepik, Ndu	520	shifting	wordlist	6a (Vigorous).	language	N Coast New Guinea	142.956	-4.02247
Hanga Hundi	Hanga_Hundi	wos	NA	hang1263	Ndu	Sepik, Ndu	7200	threatened	grammar	5 (Developing).	language	N Coast New Guinea	142.849	-3.90364
Yalaku	Yalaku	ylg	NA	yelo1243	Ndu	Sepik, Ndu	160	shifting	grammar_sketch	6b (Threatened).	language	N Coast New Guinea	142.808	-4.09907
Kwoma	Kwoma	kmo	NA	kwom1262	Sepik	Sepik, Nukuma	3000	shifting	grammar_sketch	5 (Developing).	language	N Coast New Guinea	142.664	-4.08721
Kwanga	Kwanga	kwj	NA	kwan1278	Sepik	Sepik, Nukuma	10000	shifting	specific_feature	5 (Developing).	language	N Coast New Guinea	142.711	-3.74263
Mende (Papua New Guinea)	Mende_Papua_New_Guinea	sim	NA	mend1268	Sepik	Sepik, Nukuma	5700	shifting	grammar_sketch	4 (Educational).	language	N Coast New Guinea	142.683	-3.67233
Pouye	Pouye	bye	NA	pouy1238	Sepik	Sepik, Ram	960	shifting	grammar_sketch	5 (Developing).	language	N Coast New Guinea	141.864	-3.72704
Awtuw	Awtuw	kmn	NA	awtu1239	Sepik	Sepik, Ram	700	shifting	long_grammar	6a (Vigorous).	language	N Coast New Guinea	141.928	-3.53129
Karawa	Karawa	xrw	NA	kara1495	Sepik	Sepik, Ram	63	moribund	wordlist	8b (Nearly extinct).	language	N Coast New Guinea	142.018	-3.69933
Alamblak	Alamblak	amp	NA	alam1246	Sepik	Sepik, Sepik Hill, Alamblak	1530	shifting	long_grammar	5 (Developing).	language	N Coast New Guinea	143.316	-4.66307
Kaningra	Kaningra	knr	NA	kani1285	Sepik	Sepik, Sepik Hill, Alamblak	300	shifting	wordlist	6b (Threatened).	language	N Coast New Guinea	143.192	-4.49681
Berinomo	Berinomo	bit	NA	beri1253	Sepik	Sepik, Sepik Hill, Bahinemo	350	shifting	comparative	6a (Vigorous).	language	N Coast New Guinea	142.463	-4.41689
Bahinemo	Bahinemo	bjh	NA	bahi1254	Sepik	Sepik, Sepik Hill, Bahinemo	550	threatened	grammar_sketch	5 (Developing).	language	N Coast New Guinea	142.832	-4.55527
Bisis	Bisis	bnw	NA	bisi1244	Sepik	Sepik, Sepik Hill, Bahinemo	450	shifting	wordlist	6a (Vigorous).	language	N Coast New Guinea	143.058	-4.46238
Kapriman	Kapriman	dju	NA	kapr1245	Sepik	Sepik, Sepik Hill, Bahinemo	1640	threatened	long_grammar	6a (Vigorous).	language	N Coast New Guinea	143.241	-4.51011
Mari (East Sepik Province)	Mari_East_Sepik_Province	mbx	NA	mari1432	Sepik	Sepik, Sepik Hill, Bahinemo	80	shifting	wordlist	6b (Threatened).	language	N Coast New Guinea	142.963	-4.46436
Sumariup	Sumariup	siv	NA	suma1269	Sepik	Sepik, Sepik Hill, Bahinemo	80	moribund	comparative	7 (Shifting).	language	N Coast New Guinea	143.239	-4.73083
Watakataui	Watakataui	wtk	NA	wata1251	Sepik	Sepik, Sepik Hill, Bahinemo	350	shifting	comparative	5 (Developing).	language	N Coast New Guinea	143.005	-4.58965
Papi	Papi	ppe	NA	papi1255	Papi	Sepik, Sepik Hill, Papi	70	moribund	wordlist	7 (Shifting).	language	Interior New Guinea	142.011	-4.4725
Asabano	Asabano	seo	NA	suar1238	Asabano	Sepik, Sepik Hill, Papi	140	shifting	comparative	7 (Shifting).	language	Interior New Guinea	141.978	-4.95072
Bikaru-Bragge	BikaruBragge	bic	NA	bika1251	Bookkeeping	Sepik, Sepik Hill, Sanio	100	shifting	wordlist	8a (Moribund).	language	N Coast New Guinea	142.945	-4.86
Niksek	Niksek	gbe	NA	niks1238	Sepik	Sepik, Sepik Hill, Sanio	930	shifting	wordlist	6a (Vigorous).	language	Interior New Guinea	142.45	-4.82581
Hewa	Hewa	ham	NA	hewa1241	Sepik	Sepik, Sepik Hill, Sanio	2150	shifting	grammar_sketch	6a (Vigorous).	language	Interior New Guinea	142.551	-5.03635
Piame	Piame	pin	NA	piam1243	Sepik	Sepik, Sepik Hill, Sanio	100	moribund	wordlist	8a (Moribund).	language	N Coast New Guinea	142.784	-4.85835
Saniyo-Hiyewe	SaniyoHiyewe	sny	NA	sani1270	Sepik	Sepik, Sepik Hill, Sanio	1300	shifting	grammar_sketch	5 (Developing).	language	N Coast New Guinea	142.369	-4.4376
Ayi (Papua New Guinea)	Ayi_Papua_New_Guinea	ayq	NA	ayip1235	Sepik	Sepik, Tama	430	shifting	socling	6a (Vigorous).	language	N Coast New Guinea	142.407	-3.95946
Pahi	Pahi	lgt	NA	pahi1246	Sepik	Sepik, Tama	840	shifting	wordlist	6a (Vigorous).	language	N Coast New Guinea	142.299	-3.79935
Mehek	Mehek	nux	NA	mehe1243	Sepik	Sepik, Tama	6300	shifting	long_grammar	6a (Vigorous).	language	N Coast New Guinea	142.498	-3.70927
Pasi	Pasi	psq	NA	pasi1259	Sepik	Sepik, Tama	360	shifting	comparative	6a (Vigorous).	language	N Coast New Guinea	142.307	-3.95195
Yessan-Mayo	YessanMayo	yss	NA	yess1239	Sepik	Sepik, Tama	1990	shifting	long_grammar	5 (Developing).	language	N Coast New Guinea	142.574	-4.15721
Kalou	Kalou	ywa	NA	kalo1262	Sepik	Sepik, Tama	1370	shifting	comparative	6a (Vigorous).	language	N Coast New Guinea	142.217	-3.93985
Chenapian	Chenapian	cjn	NA	chen1259	Sepik	Sepik, Wogamusin-Chenapian	180	shifting	comparative	6b (Threatened).	language	N Coast New Guinea	142.317	-4.25154
Wogamusin	Wogamusin	wog	NA	woga1249	Sepik	Sepik, Wogamusin-Chenapian	700	shifting	phonology	6a (Vigorous).	language	N Coast New Guinea	142.401	-4.22936
Ak	Ak	akq	NA	akkk1240	Sepik	Sepik, Yellow River	10	moribund	comparative	8b (Nearly extinct).	language	N Coast New Guinea	141.784	-3.57026
Auwon	Auwon	aww	NA	awun1245	Sepik	Sepik, Yellow River	400	shifting	comparative	6a (Vigorous).	language	N Coast New Guinea	141.999	-3.79671
Namia	Namia	nnm	NA	nami1256	Sepik	Sepik, Yellow River	6000	threatened	grammar	6b (Threatened).	language	N Coast New Guinea	141.788	-3.85538
Yerakai	Yerakai	yra	NA	yera1243	Yerakai	Sepik, Yerakai	380	shifting	wordlist	6a (Vigorous).	language	N Coast New Guinea	142.947	-4.28828
Dungan	Dungan	dng	NA	dung1253	Sino-Tibetan	Sino-Tibetan, Chinese	108400	threatened	long_grammar	7 (Shifting).	language	Inner Asia	76.8382	42.7292
Central Bai	Central_Bai	bca	NA	cent2004	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Bai	800000	not endangered	long_grammar	6a (Vigorous). Language of recognized nationality: Bai.	language	Southeast Asia	99.7052	26.1666
Northern Bai	Northern_Bai	bfc	NA	nort2724	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Bai	12000	shifting	specific_feature	6a (Vigorous). Language of recognized nationality: Bai.	language	Southeast Asia	99.656	26.925
Southern Bai	Southern_Bai	bfs	NA	sout2730	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Bai	400000	not endangered	grammar	6a (Vigorous). Language of recognized nationality: Bai.	language	Southeast Asia	100.289	25.519
Hlersu	Hlersu	hle	NA	hler1235	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	15000	threatened	grammar	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	101.4	24.4
Youle Jinuo	Youle_Jinuo	jiu	NA	youl1235	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	10000	moribund	long_grammar	6b (Threatened). Language of recognized nationality: Jinuo.	language	Southeast Asia	101.057	22.0473
Buyuan Jinuo	Buyuan_Jinuo	jiy	NA	buyu1238	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	1000	shifting	specific_feature	6b (Threatened). Language of recognized nationality: Jinuo.	language	Southeast Asia	101.08	22
Lahu Shi	Lahu_Shi	lhi	NA	lahu1252	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	196200	not endangered	grammar_sketch	5 (Developing). Language of recognized nationality: Lahu.	language	Southeast Asia	100.97	21.2078
Lahu	Lahu	lhu	NA	lahu1253	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	530350	not endangered	long_grammar	4 (Educational). Language of recognized nationality: Lahu.	language	Southeast Asia	100.214	21.2701
Kucong	Kucong	lkc	NA	kuco1235	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	46870	threatened	long_grammar	7 (Shifting). Language of recognized ethnic group: La Hu.	language	Southeast Asia	101.25	22.26
Lamu	Lamu	llh	NA	lamu1257	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	120	shifting	comparative	8b (Nearly extinct). Language of recognized nationality: Lahu.	language	Southeast Asia	100.15	25.8
Lipo	Lipo	lpo	NA	lipo1242	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	250000	not endangered	grammar_sketch	6b (Threatened). Language of recognized nationality: Yi. Only those in Dayao and Yongren counties of Western Chuxing Prefecture. Language of recognized nationality: Lisu.	language	Southeast Asia	101.302	25.226
Nusu	Nusu	nuf	NA	nusu1239	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	12670	not endangered	grammar_sketch	6a (Vigorous). Language of recognized nationality: Nu.	language	Southeast Asia	98.8801	26.7292
Lolopo	Lolopo	ycl	NA	lolo1259	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	380000	not endangered	grammar	6a (Vigorous). Language of recognized nationality: Yi.	language	Southeast Asia	101.30185	25.50051
Dongshanba Lalo	Dongshanba_Lalo	yik	NA	dong1286	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	30000	threatened	phonology	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	100.178	25.435
Miqie	Miqie	yiq	NA	miqi1235	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	30000	shifting	wordlist	7 (Shifting). Language of recognized nationality: Yi.	language	Southeast Asia	102.301	25.3
Eastern Lalu	Eastern_Lalu	yit	NA	east2696	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	38000	threatened	grammar	7 (Shifting). Language of recognized nationality: Yi.	language	Southeast Asia	101.546	23.585
Axi Yi	Axi_Yi	yix	NA	axiy1235	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	100000	threatened	grammar_sketch	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	103.713	24.6009
Azhe	Azhe	yiz	NA	azhe1235	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	54000	not endangered	specific_feature	6a (Vigorous). Language of recognized nationality: Yi.	language	Southeast Asia	103.441	24.405
Limi	Limi	ylm	NA	limi1243	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	29000	not endangered	phonology	6a (Vigorous). Language of recognized nationality: Yi.	language	Southeast Asia	100.073	24.469
Mili	Mili	ymh	NA	mili1235	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	23000	threatened	wordlist	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	100.611	24.115
Lang'e	Lang?e	yne	NA	lang1333	Bookkeeping	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	2000	not endangered	NA	6a (Vigorous). Language of recognized nationality: Yi.	language	NA	NA	NA
Sani	Sani	ysn	NA	sani1269	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	100000	not endangered	long_grammar	6a (Vigorous). Language of recognized nationality: Yi.	language	Southeast Asia	103.759	24.278
Lavu-Yongsheng-Talu	LavuYongshengTalu	yta	NA	talu1238	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	13600	threatened	grammar_sketch	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	101	26.4
Tanglang-Toloza	TanglangToloza	ytl	NA	tang1372	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	950	shifting	grammar_sketch	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	99.9	26.9
Western Lalu	Western_Lalu	ywl	NA	west1506	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	38000	threatened	phonology	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	98.9	24.73
Xishanba Lalo	Xishanba_Lalo	ywt	NA	xish1235	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	213000	threatened	grammar	7 (Shifting). Language of recognized nationality: Yi.	language	Southeast Asia	100.711	24.8709
Zauzou	Zauzou	zal	NA	zauz1238	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	2100	shifting	long_grammar	6b (Threatened). Language of recognized nationality: Nu.	language	Southeast Asia	98.8634	26.4572
Sichuan Yi	Sichuan_Yi	iii	NA	sich1238	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern	2000000	not endangered	long_grammar	4 (Educational). Language of recognized nationality: Yi.	language	Southeast Asia	102.121	28.1947
Katso	Katso	kaf	NA	kats1235	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern	4000	shifting	long_grammar	7 (Shifting). Language of recognized nationality: Mongolian.	language	Southeast Asia	102.4	24.6
Eastern Nisu	Eastern_Nisu	nos	NA	east2349	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	75000	threatened	dictionary	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	102.694	23.9843
Southern Nisu	Southern_Nisu	nsd	NA	sout2723	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	210000	moribund	phonology	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	101.412	23.058
Southwestern Nisu	Southwestern_Nisu	nsv	NA	sout3128	Bookkeeping	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	15000	threatened	overview	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	101.412	23.058
Samei	Samei	smh	NA	same1240	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern	20000	shifting	wordlist	8a (Moribund). Language of recognized nationality: Yi.	language	Southeast Asia	99.9217	24.7859
Chesu	Chesu	ych	NA	ches1238	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern	3300	shifting	socling	7 (Shifting). Language of recognized nationality: Yi.	language	Southeast Asia	101.98	24.05
Gepo	Gepo	ygp	NA	gepo1234	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern	100000	not endangered	grammar_sketch	6a (Vigorous). Language of recognized nationality: Yi.	language	Southeast Asia	102.5	25.7
Wusa Nasu	Wusa_Nasu	yig	NA	wusa1235	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern	500000	not endangered	grammar_sketch	5 (Developing). Language of recognized nationality: Yi.	language	Southeast Asia	102.367	25.7707
Southern Awu (Lope)	Southern_Awu_Lope	yiu	NA	awuu1235	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern	20000	threatened	specific_feature	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	103.306	25.395
Northern Nisu	Northern_Nisu	yiv	NA	nort2718	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	160000	threatened	grammar_sketch	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	102.456	24.408
Aluo	Aluo	yna	NA	aluo1235	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern	25000	shifting	specific_feature	7 (Shifting). Language of recognized nationality: Yi.	language	Southeast Asia	102	26
Samatao	Samatao	ysd	NA	sama1295	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern	400	nearly extinct	wordlist	8a (Moribund). Language of recognized nationality: Yi.	language	Southeast Asia	102.2	25.012
Nisi (China)	Nisi_China	yso	NA	nisi1238	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	36000	not endangered	phonology	6a (Vigorous). Language of recognized nationality: Yi.	language	Southeast Asia	104.85	23.418
Sanie	Sanie	ysy	NA	sani1265	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern	8000	moribund	phonology	8a (Moribund). Language of recognized nationality: Yi.	language	Southeast Asia	102.12	25.2
Wumeng Nasu	Wumeng_Nasu	ywu	NA	wume1235	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern	150000	threatened	specific_feature	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	103.646	27.574
Ayizi	Ayizi	yyz	NA	ayiz1244	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern	50	nearly extinct	comparative	8b (Nearly extinct). Language of recognized nationality: Yi.	language	Southeast Asia	103.7	25
Alugu	Alugu	aub	NA	alug1235	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	3500	not endangered	comparative	6a (Vigorous). Language of recognized nationality: Yi.	language	Southeast Asia	103	23
Azha	Azha	aza	NA	azha1235	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	53000	not endangered	grammar_sketch	6a (Vigorous). Language of recognized nationality: Yi.	language	Southeast Asia	104.15	23.9
Phukha	Phukha	phh	NA	phuk1235	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	10000	threatened	phonology	6b (Threatened). Language of recognized ethnic group: Phu La.	language	Southeast Asia	106.148	25.5277
Bokha	Bokha	ybk	NA	bokh1237	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	10000	threatened	comparative	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	103.7	23.05
Hlepho Phowa	Hlepho_Phowa	yhl	NA	hlep1236	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	36000	threatened	wordlist	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	103.733	23.591
Pholo	Pholo	yip	NA	phol1235	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	30000	threatened	phonology	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	104.238	23.667
Khlula	Khlula	ykl	NA	khlu1236	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	21000	threatened	comparative	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	104.45	23.1
Thou-Kathu	ThouKathu	ykt	NA	kath1251	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	5000	shifting	grammar_sketch	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	105.1	24.2
Southern Muji	Southern_Muji	ymc	NA	sout2722	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	26000	threatened	wordlist	6a (Vigorous). Language of recognized nationality: Yi.	language	Southeast Asia	103.306087	22.87312
Moji	Moji	ymi	NA	moji1238	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	2000	threatened	comparative	7 (Shifting). Language of recognized nationality: Yi.	language	Southeast Asia	104.15	23.2
Qila Muji	Qila_Muji	ymq	NA	qila1235	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	1500	threatened	comparative	7 (Shifting). Language of recognized nationality: Yi.	language	Southeast Asia	103.14129200000001	22.570376
Northern Muji	Northern_Muji	ymx	NA	nort2716	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	9000	shifting	comparative	7 (Shifting). Language of recognized nationality: Yi.	language	Southeast Asia	103.418697	23.031191
Muzi	Muzi	ymz	NA	muzi1235	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	10000	shifting	comparative	7 (Shifting). Language of recognized nationality: Yi.	language	Southeast Asia	103.464	23.086
Phala	Phala	ypa	NA	phal1256	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	12000	threatened	grammar_sketch	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	102.505	23.354
Labo Phowa	Labo_Phowa	ypb	NA	labo1243	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	17000	threatened	grammar_sketch	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	103.4	23.9
Phola	Phola	ypg	NA	phol1237	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	13000	threatened	phonology	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	102.228	23.4674
Phupha	Phupha	yph	NA	phup1237	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	1300	threatened	comparative	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	102.3	22.95
Phuma	Phuma	ypm	NA	phum1235	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	8000	threatened	comparative	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	104.05	23.1
Ani Phowa	Ani_Phowa	ypn	NA	anip1235	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	10000	threatened	grammar_sketch	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	103.6	23.7
Alo Phola	Alo_Phola	ypo	NA	alop1235	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	500	threatened	phonology	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	101.933	23.59
Phupa	Phupa	ypp	NA	phup1239	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	3000	threatened	wordlist	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	103.4	23
Phuza	Phuza	ypz	NA	phuz1235	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	6000	threatened	wordlist	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	103.4	23.05
Thopho	Thopho	ytp	NA	thop1236	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	200	threatened	comparative	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	104.9	24.15
Zokhuo	Zokhuo	yzk	NA	zokh1238	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern	13000	threatened	phonology	6b (Threatened). Language of recognized nationality: Yi.	language	Southeast Asia	104.8	23.8
Akha	Akha	ahk	NA	akha1245	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern	563960	not endangered	grammar	3 (Wider communication).	language	Southeast Asia	100.964	21.2309
Biyo	Biyo	byo	NA	biyo1243	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern	120000	not endangered	long_grammar	6a (Vigorous). Language of recognized nationality: Hani.	language	Southeast Asia	101.652	22.511
Bisu	Bisu	bzi	NA	bisu1244	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern, Bisoid	700	shifting	long_grammar	6b (Threatened).	language	Southeast Asia	99.9862	20.8542
