ID,ID_ISO_A3,ID_ISO_A2,ID_FIPS,NAM_LABEL,NAME_PROP,NAME2,NAM_ANSI,LANG_ISO
BEK-PNG,bek-PNG,bek-pg,bek-PP,Bebeli,Bebeli,BEBELI,Bebeli,bek
OMO-PNG,omo-PNG,omo-pg,omo-PP,Utarmbung,Utarmbung,UTARMBUNG,Utarmbung,omo
TBC-PNG,tbc-PNG,tbc-pg,tbc-PP,Takia,Takia,TAKIA,Takia,tbc
AIM-IND,aim-IND,aim-in,aim-IN,Aimol,Aimol,AIMOL,Aimol,aim
GLW-NGA,glw-NGA,glw-ng,glw-NI,Glavda,Glavda,GLAVDA,Glavda,glw
GAH-PNG,gah-PNG,gah-pg,gah-PP,Alekano,Alekano,ALEKANO,Alekano,gah
CKH-BGD,ckh-BGD,ckh-bd,ckh-BG,Chak,Chak,CHAK,Chak,ckh
PUZ-IND,pub-IND,pub-in,pub-IN,Purum,Purum,PURUM,Purum,pub
KSJ-PNG,ksj-PNG,ksj-pg,ksj-PP,Uare,Uare,UARE,Uare,ksj
LIL-CAN,lil-CAN,lil-ca,lil-CA,Lillooet,Lillooet,LILLOOET,Lillooet,lil
ILA-IDN,ila-IDN,ila-id,ila-ID,Ile Ape,Ile Ape,ILE APE,Ile Ape,ila
TVK-VUT,tvk-VUT,tvk-vu,tvk-NH,Southeast Ambrym,"Ambrym, Southeast","AMBRYM, SOUTHEAST","Ambrym, Southeast",tvk
BKY-CMR,bky-CMR,bky-cm,bky-CM,Bokyi,Bokyi,BOKYI,Bokyi,bky
AQZ-BRA,aqz-BRA,aqz-br,aqz-BR,Akuntsu,Akuntsu,AKUNTSU,Akuntsu,aqz
KXL-NPL,kxl-NPL,kxl-np,kxl-NP,Nepali Kurux,"Kurux, Nepali","KURUX, NEPALI","Kurux, Nepali",kxl
TMT-VUT,tmt-VUT,tmt-vu,tmt-NH,Tasmate,Tasmate,TASMATE,Tasmate,tmt
QXT-PER,qxt-PER,qxt-pe,qxt-PE,Santa Ana de Tusi Pasco Quechua,"Quechua, Santa Ana de Tusi Pasco","QUECHUA, SANTA ANA DE TUSI PASCO","Quechua, Santa Ana de Tusi Pasco",qxt
OYD-ETH,oyd-ETH,oyd-et,oyd-ET,Oyda,Oyda,OYDA,Oyda,oyd
KWW-SUR,kww-SUR,kww-sr,kww-NS,Kwinti,Kwinti,KWINTI,Kwinti,kww
AGT-PHL,agt-PHL,agt-ph,agt-RP,Central Cagayan Agta,"Agta, Central Cagayan","AGTA, CENTRAL CAGAYAN","Agta, Central Cagayan",agt
DJJ-AUS,djj-AUS,djj-au,djj-AS,Djeebbana,Djeebbana,DJEEBBANA,Djeebbana,djj
MKX-PHL,mkx-PHL,mkx-ph,mkx-RP,Kinamiging Manobo,"Manobo, Kinamiging","MANOBO, KINAMIGING","Manobo, Kinamiging",mkx
RBB-CHN,rbb-CHN,rbb-cn,rbb-CH,Rumai Palaung,"Palaung, Rumai","PALAUNG, RUMAI","Palaung, Rumai",rbb
PCF-IND,pcf-IND,pcf-in,pcf-IN,Paliyan,Paliyan,PALIYAN,Paliyan,pcf
ABW-PNG,abw-PNG,abw-pg,abw-PP,Pal,Pal,PAL,Pal,abw
HMV-VNM,hmv-VNM,hmv-vn,hmv-VM,Hmong Dô,Hmong Dô,HMONG DO,Hmong Dô,hmv
ANH-PNG,anh-PNG,anh-pg,anh-PP,Nend,Nend,NEND,Nend,anh
VED-LKA,ved-LKA,ved-lk,ved-CE,Veddah,Veddah,VEDDAH,Veddah,ved
BPO-IDN,bpo-IDN,bpo-id,bpo-ID,Anasi,Anasi,ANASI,Anasi,bpo
TIN-RUS,tin-RUS,tin-ru,tin-RS,Tindi,Tindi,TINDI,Tindi,tin
DNA-IDN,dna-IDN,dna-id,dna-ID,Upper Grand Valley Dani,"Dani, Upper Grand Valley","DANI, UPPER GRAND VALLEY","Dani, Upper Grand Valley",dna
YAW-BRA,yaw-BRA,yaw-br,yaw-BR,Yawalapití,Yawalapití,YAWALAPITI,Yawalapití,yaw
SNU-IDN,snu-IDN,snu-id,snu-ID,Viid,Viid,VIID,Viid,snu
TNM-IDN,tnm-IDN,tnm-id,tnm-ID,Tabla,Tabla,TABLA,Tabla,tnm
AIB-CHN,aib-CHN,aib-cn,aib-CH,Ainu,Ainu,AINU,Ainu,aib
KKJ-CAF,kkj-CAF,kkj-cf,kkj-CT,Kako,Kako,KAKO,Kako,kkj
SPL-PNG,spl-PNG,spl-pg,spl-PP,Selepet,Selepet,SELEPET,Selepet,spl
XEL-SDN,xel-SDN,xel-sd,xel-SU,Kelo,Kelo,KELO,Kelo,xel
JNI-NGA,jni-NGA,jni-ng,jni-NI,Janji,Janji,JANJI,Janji,jni
NPU-IND,npu-IND,npu-in,npu-IN,Puimei Naga,"Naga, Puimei","NAGA, PUIMEI","Naga, Puimei",npu
ENG-HND,eng-HND,eng-hn,eng-HO,English,English,ENGLISH,English,eng
LKR-SSD,lkr-SSD,lkr-ss,lkr-OD,Päri,Päri,PARI,Päri,lkr
CBN-THA,cbn-THA,cbn-th,cbn-TH,Nyahkur,Nyahkur,NYAHKUR,Nyahkur,cbn
NCK-AUS,nck-AUS,nck-au,nck-AS,Nakara,Nakara,NAKARA,Nakara,nck
IVB-PHL,ivb-PHL,ivb-ph,ivb-RP,Ibatan,Ibatan,IBATAN,Ibatan,ivb
LWT-IDN,lwt-IDN,lwt-id,lwt-ID,Lewotobi,Lewotobi,LEWOTOBI,Lewotobi,lwt
AEL-CMR,ael-CMR,ael-cm,ael-CM,Ambele,Ambele,AMBELE,Ambele,ael
PCA-MEX,pca-MEX,pca-mx,pca-MX,Santa Inés Ahuatempan Popoloca,"Popoloca, Santa Inés Ahuatempan","POPOLOCA, SANTA INES AHUATEMPAN","Popoloca, Santa Inés Ahuatempan",pca
URK-THA,urk-THA,urk-th,urk-TH,Urak Lawoi’,Urak Lawoi’,URAK LAWOI’,Urak Lawoi’,urk
CIK-IND,cik-IND,cik-in,cik-IN,Chitkuli Kinnauri,"Kinnauri, Chitkuli","KINNAURI, CHITKULI","Kinnauri, Chitkuli",cik
LKA-TLS,lka-TLS,lka-tl,lka-TT,Lakalei,Lakalei,LAKALEI,Lakalei,lka
ZBE-MYS,zbe-MYS,zbe-my,zbe-MY,East Berawan,"Berawan, East","BERAWAN, EAST","Berawan, East",zbe
TFT-IDN,tft-IDN,tft-id,tft-ID,Ternate,Ternate,TERNATE,Ternate,tft
KIC-USA,kic-USA,kic-us,kic-US,Kickapoo,Kickapoo,KICKAPOO,Kickapoo,kic
TST-MLI,tst-MLI,tst-ml,tst-ML,Tondi Songway Kiini,Tondi Songway Kiini,TONDI SONGWAY KIINI,Tondi Songway Kiini,tst
CAA-HND,caa-HND,caa-hn,caa-HO,Ch’orti’,Ch’orti’,CH’ORTI’,Ch’orti’,caa
NTR-TGO,ntr-TGO,ntr-tg,ntr-TO,Delo,Delo,DELO,Delo,ntr
CAB-BLZ,cab-BLZ,cab-bz,cab-BH,Garifuna,Garifuna,GARIFUNA,Garifuna,cab
KES-NGA,kes-NGA,kes-ng,kes-NI,Kugbo,Kugbo,KUGBO,Kugbo,kes
CTO-PAN,cto-PAN,cto-pa,cto-PM,Emberá-Catío,Emberá-Catío,EMBERA-CATIO,Emberá-Catío,cto
SKV-IDN,skv-IDN,skv-id,skv-ID,Skou,Skou,SKOU,Skou,skv
NYD-KEN,nyd-KEN,nyd-ke,nyd-KE,Olunyole,Olunyole,OLUNYOLE,Olunyole,nyd
ORX-NGA,orx-NGA,orx-ng,orx-NI,Oro,Oro,ORO,Oro,orx
SDX-MYS,sdx-MYS,sdx-my,sdx-MY,Sibu Melanau,"Melanau, Sibu","MELANAU, SIBU","Melanau, Sibu",sdx
BBH-CHN,bbh-CHN,bbh-cn,bbh-CH,Bugan,Bugan,BUGAN,Bugan,bbh
ANI-RUS,ani-RUS,ani-ru,ani-RS,Andi,Andi,ANDI,Andi,ani
EEE-CHN,eee-CHN,eee-cn,eee-CH,E,E,E,E,eee
MHZ-IDN,mhz-IDN,mhz-id,mhz-ID,Mor,Mor,MOR,Mor,mhz
JRR-NGA,jrr-NGA,jrr-ng,jrr-NI,Jiru,Jiru,JIRU,Jiru,jrr
TOR-SSD,tor-SSD,tor-ss,tor-OD,Togbo-Vara Banda,"Banda, Togbo-Vara","BANDA, TOGBO-VARA","Banda, Togbo-Vara",tor
IRI-NGA,iri-NGA,iri-ng,iri-NI,Irigwe,Irigwe,IRIGWE,Irigwe,iri
GDE-NGA,gde-NGA,gde-ng,gde-NI,Gude,Gude,GUDE,Gude,gde
KSF-CMR,ksf-CMR,ksf-cm,ksf-CM,Bafia,Bafia,BAFIA,Bafia,ksf
THN-IND,thn-IND,thn-in,thn-IN,Thachanadan,Thachanadan,THACHANADAN,Thachanadan,thn
ABH-TJK,abh-TJK,abh-tj,abh-TI,Tajiki Spoken Arabic,"Arabic, Tajiki Spoken","ARABIC, TAJIKI SPOKEN","Arabic, Tajiki Spoken",abh
ACN-MMR,acn-MMR,acn-mm,acn-BM,Achang,Achang,ACHANG,Achang,acn
BNR-VUT,bnr-VUT,bnr-vu,bnr-NH,Butmas-Tur,Butmas-Tur,BUTMAS-TUR,Butmas-Tur,bnr
AFE-NGA,afe-NGA,afe-ng,afe-NI,Utugwang-Irungene-Afrike,Utugwang-Irungene-Afrike,UTUGWANG-IRUNGENE-AFRIKE,Utugwang-Irungene-Afrike,afe
KOV-NGA,kov-NGA,kov-ng,kov-NI,Kudu-Camo,Kudu-Camo,KUDU-CAMO,Kudu-Camo,kov
BNF-IDN,bnf-IDN,bnf-id,bnf-ID,Masiwang,Masiwang,MASIWANG,Masiwang,bnf
MJC-MEX,mjc-MEX,mjc-mx,mjc-MX,San Juan Colorado Mixtec,"Mixtec, San Juan Colorado","MIXTEC, SAN JUAN COLORADO","Mixtec, San Juan Colorado",mjc
KWB-NGA,kwb-NGA,kwb-ng,kwb-NI,Kwa,Kwa,KWA,Kwa,kwb
MXL-TGO,mxl-TGO,mxl-tg,mxl-TO,Maxi Gbe,"Gbe, Maxi","GBE, MAXI","Gbe, Maxi",mxl
RGU-IDN,rgu-IDN,rgu-id,rgu-ID,Rikou,Rikou,RIKOU,Rikou,rgu
PRH-PHL,prh-PHL,prh-ph,prh-RP,Porohanon,Porohanon,POROHANON,Porohanon,prh
WOO-IDN,woo-IDN,woo-id,woo-ID,Manombai,Manombai,MANOMBAI,Manombai,woo
GHA-LBY,gha-LBY,gha-ly,gha-LY,Ghadamès,Ghadamès,GHADAMES,Ghadamès,gha
MQC-IDN,mqc-IDN,mqc-id,mqc-ID,Mangole,Mangole,MANGOLE,Mangole,mqc
NIW-PNG,niw-PNG,niw-pg,niw-PP,Nimo,Nimo,NIMO,Nimo,niw
KXN-MYS,kxn-MYS,kxn-my,kxn-MY,Kanowit-Tanjong Melanau,"Melanau, Kanowit-Tanjong","MELANAU, KANOWIT-TANJONG","Melanau, Kanowit-Tanjong",kxn
DOH-NGA,doh-NGA,doh-ng,doh-NI,Dong,Dong,DONG,Dong,doh
MJS-NGA,mjs-NGA,mjs-ng,mjs-NI,Miship,Miship,MISHIP,Miship,mjs
LGI-IDN,lgi-IDN,lgi-id,lgi-ID,Lengilu,Lengilu,LENGILU,Lengilu,lgi
GRH-NGA,grh-NGA,grh-ng,grh-NI,Gbiri-Niragu,Gbiri-Niragu,GBIRI-NIRAGU,Gbiri-Niragu,grh
VIV-PNG,viv-PNG,viv-pg,viv-PP,Iduna,Iduna,IDUNA,Iduna,viv
BGS-PHL,bgs-PHL,bgs-ph,bgs-RP,Tagabawa,Tagabawa,TAGABAWA,Tagabawa,bgs
KUL-NGA,kul-NGA,kul-ng,kul-NI,Kulere,Kulere,KULERE,Kulere,kul
PIZ-NCL,piz-NCL,piz-nc,piz-NC,Pije,Pije,PIJE,Pije,piz
GEI-IDN,gei-IDN,gei-id,gei-ID,Gebe,Gebe,GEBE,Gebe,gei
TES-IDN,tes-IDN,tes-id,tes-ID,Tengger,Tengger,TENGGER,Tengger,tes
LMX-CMR,lmx-CMR,lmx-cm,lmx-CM,Laimbue,Laimbue,LAIMBUE,Laimbue,lmx
SHW-SDN,shw-SDN,shw-sd,shw-SU,Shwai,Shwai,SHWAI,Shwai,shw
RUQ-MKD,ruq-MKD,ruq-mk,ruq-MK,Megleno Romanian,"Romanian, Megleno","ROMANIAN, MEGLENO","Romanian, Megleno",ruq
JUM-SSD,jum-SSD,jum-ss,jum-OD,Jumjum,Jumjum,JUMJUM,Jumjum,jum
URX-PNG,urx-PNG,urx-pg,urx-PP,Urimo,Urimo,URIMO,Urimo,urx
KHG-MMR,khg-MMR,khg-mm,khg-BM,Khams Tibetan,"Tibetan, Khams","TIBETAN, KHAMS","Tibetan, Khams",khg
CLD-IRQ,cld-IRQ,cld-iq,cld-IZ,Chaldean Neo-Aramaic,Chaldean Neo-Aramaic,CHALDEAN NEO-ARAMAIC,Chaldean Neo-Aramaic,cld
AII-IRQ,aii-IRQ,aii-iq,aii-IZ,Assyrian Neo-Aramaic,Assyrian Neo-Aramaic,ASSYRIAN NEO-ARAMAIC,Assyrian Neo-Aramaic,aii
KBV-PNG,kbv-PNG,kbv-pg,kbv-PP,Dera,Dera,DERA,Dera,kbv
LDL-NGA,ldl-NGA,ldl-ng,ldl-NI,Kaan,Kaan,KAAN,Kaan,ldl
KRL-FIN,krl-FIN,krl-fi,krl-FI,Karelian,Karelian,KARELIAN,Karelian,krl
AFS-USA,afs-USA,afs-us,afs-US,Afro-Seminole Creole,Afro-Seminole Creole,AFRO-SEMINOLE CREOLE,Afro-Seminole Creole,afs
AMM-PNG,amm-PNG,amm-pg,amm-PP,Ama,Ama,AMA,Ama,amm
AIP-IDN,aip-IDN,aip-id,aip-ID,Burumakok,Burumakok,BURUMAKOK,Burumakok,aip
MET-PNG,met-PNG,met-pg,met-PP,Mato,Mato,MATO,Mato,met
NAT-NGA,nat-NGA,nat-ng,nat-NI,Hungworo,Hungworo,HUNGWORO,Hungworo,nat
CME-CIV,cme-CIV,cme-ci,cme-IV,Cerma,Cerma,CERMA,Cerma,cme
KVS-AUS,kvs-AUS,kvs-au,kvs-AS,Kunggara,Kunggara,KUNGGARA,Kunggara,kvs
TAJ-IND,taj-IND,taj-in,taj-IN,Eastern Tamang,"Tamang, Eastern","TAMANG, EASTERN","Tamang, Eastern",taj
NKK-VUT,nkk-VUT,nkk-vu,nkk-NH,Nokuku,Nokuku,NOKUKU,Nokuku,nkk
MCY-PNG,mcy-PNG,mcy-pg,mcy-PP,South Watut,"Watut, South","WATUT, SOUTH","Watut, South",mcy
BBK-CMR,bbk-CMR,bbk-cm,bbk-CM,Babanki,Babanki,BABANKI,Babanki,bbk
SXE-GAB,sxe-GAB,sxe-ga,sxe-GB,Sighu,Sighu,SIGHU,Sighu,sxe
SUE-PNG,sue-PNG,sue-pg,sue-PP,Suena,Suena,SUENA,Suena,sue
ODU-NGA,odu-NGA,odu-ng,odu-NI,Odual,Odual,ODUAL,Odual,odu
YUQ-BOL,yuq-BOL,yuq-bo,yuq-BL,Yuqui,Yuqui,YUQUI,Yuqui,yuq
TTZ-NPL,ttz-NPL,ttz-np,ttz-NP,Tsum,Tsum,TSUM,Tsum,ttz
AOJ-PNG,aoj-PNG,aoj-pg,aoj-PP,Mufian,Mufian,MUFIAN,Mufian,aoj
KZT-MYS,kzt-MYS,kzt-my,kzt-MY,Tambunan Dusun,"Dusun, Tambunan","DUSUN, TAMBUNAN","Dusun, Tambunan",kzt
MVI-JPN,mvi-JPN,mvi-jp,mvi-JA,Miyako,Miyako,MIYAKO,Miyako,mvi
MLF-LAO,mlf-LAO,mlf-la,mlf-LA,Mal,Mal,MAL,Mal,mlf
XTM-MEX,xtm-MEX,xtm-mx,xtm-MX,Magdalena Peñasco Mixtec,"Mixtec, Magdalena Peñasco","MIXTEC, MAGDALENA PENASCO","Mixtec, Magdalena Peñasco",xtm
KAP-RUS,kap-RUS,kap-ru,kap-RS,Bezhta,Bezhta,BEZHTA,Bezhta,kap
KGB-IDN,kgb-IDN,kgb-id,kgb-ID,Kawe,Kawe,KAWE,Kawe,kgb
KRZ-IDN,krz-IDN,krz-id,krz-ID,Sota Kanum,"Kanum, Sota","KANUM, SOTA","Kanum, Sota",krz
COK-MEX,cok-MEX,cok-mx,cok-MX,Santa Teresa Cora,"Cora, Santa Teresa","CORA, SANTA TERESA","Cora, Santa Teresa",cok
KSX-IDN,ksx-IDN,ksx-id,ksx-ID,Kedang,Kedang,KEDANG,Kedang,ksx
KOP-PNG,kop-PNG,kop-pg,kop-PP,Waube,Waube,WAUBE,Waube,kop
LWW-VUT,lww-VUT,lww-vu,lww-NH,Lewo,Lewo,LEWO,Lewo,lww
AII-SYR,aii-SYR,aii-sy,aii-SY,Assyrian Neo-Aramaic,Assyrian Neo-Aramaic,ASSYRIAN NEO-ARAMAIC,Assyrian Neo-Aramaic,aii
KBJ-COD,kbj-COD,kbj-cd,kbj-CG,Kari,Kari,KARI,Kari,kbj
LVK-SLB,lvk-SLB,lvk-sb,lvk-BP,Lavukaleve,Lavukaleve,LAVUKALEVE,Lavukaleve,lvk
TPQ-IND,tpq-IND,tpq-in,tpq-IN,Tukpa,Tukpa,TUKPA,Tukpa,tpq
KYP-CHN,kyp-CHN,kyp-cn,kyp-CH,Kang,Kang,KANG,Kang,kyp
NAA-IDN,naa-IDN,naa-id,naa-ID,Namla,Namla,NAMLA,Namla,naa
TMD-PNG,tmd-PNG,tmd-pg,tmd-PP,Haruai,Haruai,HARUAI,Haruai,tmd
BNO-PHL,bno-PHL,bno-ph,bno-RP,Bantoanon,Bantoanon,BANTOANON,Bantoanon,bno
BKS-PHL,bks-PHL,bks-ph,bks-RP,Northern Sorsoganon,"Sorsoganon, Northern","SORSOGANON, NORTHERN","Sorsoganon, Northern",bks
SCB-LAO,scb-LAO,scb-la,scb-LA,Chut,Chut,CHUT,Chut,scb
GAL-IDN,gal-IDN,gal-id,gal-ID,Galolen,Galolen,GALOLEN,Galolen,gal
LEU-PNG,leu-PNG,leu-pg,leu-PP,Kara,Kara,KARA,Kara,leu
JKU-NGA,jku-NGA,jku-ng,jku-NI,Labir,Labir,LABIR,Labir,jku
IBR-NGA,ibr-NGA,ibr-ng,ibr-NI,Ibuoro,Ibuoro,IBUORO,Ibuoro,ibr
HDN-CAN,hdn-CAN,hdn-ca,hdn-CA,Northern Haida,"Haida, Northern","HAIDA, NORTHERN","Haida, Northern",hdn
OKS-NGA,oks-NGA,oks-ng,oks-NI,Oko-Eni-Osayen,Oko-Eni-Osayen,OKO-ENI-OSAYEN,Oko-Eni-Osayen,oks
DOR-SLB,dor-SLB,dor-sb,dor-BP,Dori’o,Dori’o,DORI’O,Dori’o,dor
KUW-CAF,kuw-CAF,kuw-cf,kuw-CT,Kpagua,Kpagua,KPAGUA,Kpagua,kuw
KPR-PNG,kpr-PNG,kpr-pg,kpr-PP,Korafe-Yegha,Korafe-Yegha,KORAFE-YEGHA,Korafe-Yegha,kpr
AAA-NGA,aaa-NGA,aaa-ng,aaa-NI,Ghotuo,Ghotuo,GHOTUO,Ghotuo,aaa
XOP-PNG,xop-PNG,xop-pg,xop-PP,Kopar,Kopar,KOPAR,Kopar,xop
BUJ-NGA,buj-NGA,buj-ng,buj-NI,Basa-Gurmana,Basa-Gurmana,BASA-GURMANA,Basa-Gurmana,buj
MFF-CMR,mff-CMR,mff-cm,mff-CM,Naki,Naki,NAKI,Naki,mff
DVA-PNG,dva-PNG,dva-pg,dva-PP,Duau,Duau,DUAU,Duau,dva
SEW-PNG,sew-PNG,sew-pg,sew-PP,Sewa Bay,Sewa Bay,SEWA BAY,Sewa Bay,sew
TGI-PNG,tgi-PNG,tgi-pg,tgi-PP,Lawunuia,Lawunuia,LAWUNUIA,Lawunuia,tgi
WCI-BEN,wci-BEN,wci-bj,wci-BN,Waci Gbe,"Gbe, Waci","GBE, WACI","Gbe, Waci",wci
BDD-PNG,bdd-PNG,bdd-pg,bdd-PP,Bunama,Bunama,BUNAMA,Bunama,bdd
WET-IDN,wet-IDN,wet-id,wet-ID,Perai,Perai,PERAI,Perai,wet
YAS-CMR,yas-CMR,yas-cm,yas-CM,Nugunu,Nugunu,NUGUNU,Nugunu,yas
FAM-NGA,fam-NGA,fam-ng,fam-NI,Fam,Fam,FAM,Fam,fam
KMR-GEO,kmr-GEO,kmr-ge,kmr-GG,Northern Kurdish,"Kurdish, Northern","KURDISH, NORTHERN","Kurdish, Northern",kmr
WIG-AUS,wig-AUS,wig-au,wig-AS,Wik-Ngathana,Wik-Ngathana,WIK-NGATHANA,Wik-Ngathana,wig
SGY-AFG,sgy-AFG,sgy-af,sgy-AF,Sanglechi,Sanglechi,SANGLECHI,Sanglechi,sgy
WTW-IDN,wtw-IDN,wtw-id,wtw-ID,Wotu,Wotu,WOTU,Wotu,wtw
GRO-IND,gro-IND,gro-in,gro-IN,Groma,Groma,GROMA,Groma,gro
AKI-PNG,aki-PNG,aki-pg,aki-PP,Aiome,Aiome,AIOME,Aiome,aki
OLA-IND,ola-IND,ola-in,ola-IN,Walungge,Walungge,WALUNGGE,Walungge,ola
PBP-GNB,pbp-GNB,pbp-gw,pbp-PU,Badyara,Badyara,BADYARA,Badyara,pbp
KVN-PAN,kvn-PAN,kvn-pa,kvn-PM,Border Kuna,"Kuna, Border","KUNA, BORDER","Kuna, Border",kvn
GRS-IDN,grs-IDN,grs-id,grs-ID,Gresi,Gresi,GRESI,Gresi,grs
KLT-PNG,klt-PNG,klt-pg,klt-PP,Nukna,Nukna,NUKNA,Nukna,klt
AJA-SSD,aja-SSD,aja-ss,aja-OD,Aja,Aja,AJA,Aja,aja
HEG-IDN,heg-IDN,heg-id,heg-ID,Helong,Helong,HELONG,Helong,heg
NKM-PNG,nkm-PNG,nkm-pg,nkm-PP,Namat,Namat,NAMAT,Namat,nkm
TBV-PNG,tbv-PNG,tbv-pg,tbv-PP,Tobo,Tobo,TOBO,Tobo,tbv
RAR-COK,rar-COK,rar-ck,rar-CW,Rarotongan,Rarotongan,RAROTONGAN,Rarotongan,rar
SOA-THA,soa-THA,soa-th,soa-TH,Thai Song,Thai Song,THAI SONG,Thai Song,soa
UFI-PNG,ufi-PNG,ufi-pg,ufi-PP,Ufim,Ufim,UFIM,Ufim,ufi
BBX-CMR,bbx-CMR,bbx-cm,bbx-CM,Bubia,Bubia,BUBIA,Bubia,bbx
YBI-NPL,ybi-NPL,ybi-np,ybi-NP,Yamphu,Yamphu,YAMPHU,Yamphu,ybi
TPO-LAO,tpo-LAO,tpo-la,tpo-LA,Tai Pao,Tai Pao,TAI PAO,Tai Pao,tpo
AOU-CHN,aou-CHN,aou-cn,aou-CH,A’ou,A’ou,A’OU,A’ou,aou
BIL-NGA,bil-NGA,bil-ng,bil-NI,Bille,Bille,BILLE,Bille,bil
KKJ-COG,kkj-COG,kkj-cg,kkj-CF,Kako,Kako,KAKO,Kako,kkj
XUA-IND,xua-IND,xua-in,xua-IN,Alu Kurumba,"Kurumba, Alu","KURUMBA, ALU","Kurumba, Alu",xua
KUC-IDN,kuc-IDN,kuc-id,kuc-ID,Kwinsu,Kwinsu,KWINSU,Kwinsu,kuc
ITA-SVN,ita-SVN,ita-si,ita-SI,Italian,Italian,ITALIAN,Italian,ita
ZPS-MEX,zps-MEX,zps-mx,zps-MX,Coatlán Zapotec,"Zapotec, Coatlán","ZAPOTEC, COATLAN","Zapotec, Coatlán",zps
UVH-PNG,uvh-PNG,uvh-pg,uvh-PP,Uri,Uri,URI,Uri,uvh
TKT-NPL,tkt-NPL,tkt-np,tkt-NP,Kathariya Tharu,"Tharu, Kathariya","THARU, KATHARIYA","Tharu, Kathariya",tkt
BTH-IDN,bth-IDN,bth-id,bth-ID,Biatah Bidayuh,"Bidayuh, Biatah","BIDAYUH, BIATAH","Bidayuh, Biatah",bth
AJU-MAR,aju-MAR,aju-ma,aju-MO,Judeo-Moroccan Arabic,"Arabic, Judeo-Moroccan","ARABIC, JUDEO-MOROCCAN","Arabic, Judeo-Moroccan",aju
CHZ-MEX,chz-MEX,chz-mx,chz-MX,Ozumacín Chinantec,"Chinantec, Ozumacín","CHINANTEC, OZUMACIN","Chinantec, Ozumacín",chz
DWW-PNG,dww-PNG,dww-pg,dww-PP,Dawawa,Dawawa,DAWAWA,Dawawa,dww
KYG-PNG,kyg-PNG,kyg-pg,kyg-PP,Keyagana,Keyagana,KEYAGANA,Keyagana,kyg
BLG-MYS,blg-MYS,blg-my,blg-MY,Balau,Balau,BALAU,Balau,blg
KBV-IDN,kbv-IDN,kbv-id,kbv-ID,Dera,Dera,DERA,Dera,kbv
AZB-SYR,azb-SYR,azb-sy,azb-SY,South Azerbaijani,"Azerbaijani, South","AZERBAIJANI, SOUTH","Azerbaijani, South",azb
WLL-SDN,wll-SDN,wll-sd,wll-SU,Wali,Wali,WALI,Wali,wll
EPI-NGA,epi-NGA,epi-ng,epi-NI,Epie,Epie,EPIE,Epie,epi
AGG-PNG,agg-PNG,agg-pg,agg-PP,Angor,Angor,ANGOR,Angor,agg
AVT-PNG,avt-PNG,avt-pg,avt-PP,Au,Au,AU,Au,avt
BSM-IDN,bsm-IDN,bsm-id,bsm-ID,Busami,Busami,BUSAMI,Busami,bsm
JLE-SDN,jle-SDN,jle-sd,jle-SU,Ngile,Ngile,NGILE,Ngile,jle
EXT-PRT,ext-PRT,ext-pt,ext-PO,Barranquian,Barranquian,BARRANQUIAN,Barranquian,ext
CKU-USA,cku-USA,cku-us,cku-US,Koasati,Koasati,KOASATI,Koasati,cku
LOW-MYS,low-MYS,low-my,low-MY,Tampias Lobu,"Lobu, Tampias","LOBU, TAMPIAS","Lobu, Tampias",low
KVU-MMR,kvu-MMR,kvu-mm,kvu-BM,Yinbaw,Yinbaw,YINBAW,Yinbaw,kvu
NND-VUT,nnd-VUT,nnd-vu,nnd-NH,West Ambae,"Ambae, West","AMBAE, WEST","Ambae, West",nnd
FAX-ESP,fax-ESP,fax-es,fax-SP,Fala,Fala,FALA,Fala,fax
LIH-PNG,lih-PNG,lih-pg,lih-PP,Lihir,Lihir,LIHIR,Lihir,lih
YAY-NGA,yay-NGA,yay-ng,yay-NI,Agwagwune,Agwagwune,AGWAGWUNE,Agwagwune,yay
SMO-ASM,smo-ASM,smo-as,smo-AQ,Samoan,Samoan,SAMOAN,Samoan,smo
BAO-BRA,bao-BRA,bao-br,bao-BR,Waimaha,Waimaha,WAIMAHA,Waimaha,bao
BGG-IND,bgg-IND,bgg-in,bgg-IN,Bugun,Bugun,BUGUN,Bugun,bgg
TWW-PNG,tww-PNG,tww-pg,tww-PP,Tuwari,Tuwari,TUWARI,Tuwari,tww
POT-CAN,pot-CAN,pot-ca,pot-CA,Potawatomi,Potawatomi,POTAWATOMI,Potawatomi,pot
AGN-PHL,agn-PHL,agn-ph,agn-RP,Agutaynen,Agutaynen,AGUTAYNEN,Agutaynen,agn
PRW-PNG,prw-PNG,prw-pg,prw-PP,Parawen,Parawen,PARAWEN,Parawen,prw
BMQ-BFA,bmq-BFA,bmq-bf,bmq-UV,Bomu,Bomu,BOMU,Bomu,bmq
BGI-PHL,bgi-PHL,bgi-ph,bgi-RP,Giangan,Giangan,GIANGAN,Giangan,bgi
GMX-TZA,gmx-TZA,gmx-tz,gmx-TZ,Magoma,Magoma,MAGOMA,Magoma,gmx
PCG-IND,pcg-IND,pcg-in,pcg-IN,Paniya,Paniya,PANIYA,Paniya,pcg
ASO-PNG,aso-PNG,aso-pg,aso-PP,Dano,Dano,DANO,Dano,aso
ABM-NGA,abm-NGA,abm-ng,abm-NI,Abanyom,Abanyom,ABANYOM,Abanyom,abm
